"gbd_condition","ontology_id","channels","channel_details"
"Attention-deficit/hyperactivity disorder","EFO:0009965","embedding","sim=0.8395 rank=10 label='Schizoaffective disorder-bipolar type'"
"Attention-deficit/hyperactivity disorder","EFO:0802555","embedding","sim=0.8414 rank=7 label='fragile X mental retardation syndrome-related protein 1 measurement'"
"Attention-deficit/hyperactivity disorder","HP:0008770","embedding","sim=0.8693 rank=3 label='Obsessive-compulsive trait'"
"Attention-deficit/hyperactivity disorder","MONDO:0005487","embedding","sim=0.8397 rank=8 label='schizoaffective disorder'"
"Attention-deficit/hyperactivity disorder","MONDO:0007743","embedding","sim=0.9906 rank=1 label='attention deficit-hyperactivity disorder'"
"Attention-deficit/hyperactivity disorder","MONDO:0008114","embedding","sim=0.8732 rank=2 label='obsessive-compulsive disorder'"
"Attention-deficit/hyperactivity disorder","MONDO:0041086","embedding","sim=0.8421 rank=6 label='mixed anxiety and depressive disorder'"
"Autism spectrum disorders","MONDO:0000592","embedding","sim=0.8933 rank=9 label='specific developmental disorder'"
"Autism spectrum disorders","MONDO:0002025","embedding","sim=0.9149 rank=3 label='psychiatric disorder'"
"Autism spectrum disorders","MONDO:0002039","embedding","sim=0.9012 rank=5 label='cognitive disorder'"
"Autism spectrum disorders","MONDO:0005084","embedding","sim=0.899 rank=7 label='mental disorder'"
"Autism spectrum disorders","MONDO:0005087","embedding","sim=0.8956 rank=8 label='respiratory system disorder'"
"Autism spectrum disorders","MONDO:0005258","embedding","sim=0.9814 rank=1 label='autism spectrum disorder'"
"Autism spectrum disorders","MONDO:0005260","",""
"Autism spectrum disorders","MONDO:0005287","embedding","sim=0.9022 rank=4 label='developmental disability'"
"Autism spectrum disorders","MONDO:0005618","embedding","sim=0.9007 rank=6 label='anxiety disorder'"
"Autism spectrum disorders","MONDO:0021698","embedding","sim=0.8932 rank=10 label='alcohol-related disorders'"
"Autism spectrum disorders","MONDO:0100610","embedding","sim=0.9478 rank=2 label='autism spectrum disorder 1'"
"Bacterial skin diseases","EFO:0009470","embedding","sim=0.9207 rank=6 label='soft tissue disease'"
"Bacterial skin diseases","EFO:1000636","embedding","sim=0.9407 rank=1 label='inflammatory skin disease'"
"Bacterial skin diseases","EFO:1000755","embedding","sim=0.9166 rank=10 label='pigmentation disease'"
"Bacterial skin diseases","MONDO:0000001","",""
"Bacterial skin diseases","MONDO:0002898","embedding","sim=0.9184 rank=7 label='skin cancer'"
"Bacterial skin diseases","MONDO:0005093","embedding","sim=0.9372 rank=3 label='skin disorder'"
"Bacterial skin diseases","MONDO:0005113","embedding","sim=0.9372 rank=4 label='bacterial infectious disease'"
"Bacterial skin diseases","MONDO:0005550","embedding","sim=0.9176 rank=8 label='infectious disease'"
"Bacterial skin diseases","MONDO:0019293","embedding","sim=0.9382 rank=2 label='skin vascular disease'"
"Bacterial skin diseases","MONDO:0020950","embedding","sim=0.9167 rank=9 label='viral eye infection'"
"Bacterial skin diseases","MONDO:0021201","embedding","sim=0.9279 rank=5 label='skin infection'"
"Benign and in situ cervical and uterine neoplasms","MONDO:0000627","embedding","sim=0.9178 rank=9 label='benign endocrine neoplasm'"
"Benign and in situ cervical and uterine neoplasms","MONDO:0000632","embedding","sim=0.9408 rank=3 label='uterine benign neoplasm'"
"Benign and in situ cervical and uterine neoplasms","MONDO:0000646","embedding","sim=0.9248 rank=6 label='ovarian benign neoplasm'"
"Benign and in situ cervical and uterine neoplasms","MONDO:0000654","embedding","sim=0.9179 rank=8 label='benign connective and soft tissue neoplasm'"
"Benign and in situ cervical and uterine neoplasms","MONDO:0004180","embedding","sim=0.9254 rank=5 label='benign urinary system neoplasm'"
"Benign and in situ cervical and uterine neoplasms","MONDO:0005070","",""
"Benign and in situ cervical and uterine neoplasms","MONDO:0006137","embedding","sim=0.9314 rank=4 label='cervical intraepithelial neoplasia grade 2/3'"
"Benign and in situ cervical and uterine neoplasms","MONDO:0006295","embedding","sim=0.9211 rank=7 label='malignant urinary system neoplasm'"
"Benign and in situ cervical and uterine neoplasms","MONDO:0021230","embedding","sim=0.9471 rank=2 label='uterine cervix neoplasm'"
"Benign and in situ cervical and uterine neoplasms","MONDO:0021462","embedding","sim=0.9172 rank=10 label='benign neoplasm of rectum'"
"Benign and in situ cervical and uterine neoplasms","MONDO:0042487","embedding","sim=0.9475 rank=1 label='uterine cervix carcinoma in situ'"
"Benign and in situ intestinal neoplasms","MONDO:0000385","embedding","sim=0.944 rank=2 label='benign digestive system neoplasm'"
"Benign and in situ intestinal neoplasms","MONDO:0000627","embedding","sim=0.9383 rank=4 label='benign endocrine neoplasm'"
"Benign and in situ intestinal neoplasms","MONDO:0000632","embedding","sim=0.938 rank=6 label='uterine benign neoplasm'"
"Benign and in situ intestinal neoplasms","MONDO:0000654","embedding","sim=0.938 rank=5 label='benign connective and soft tissue neoplasm'"
"Benign and in situ intestinal neoplasms","MONDO:0002278","embedding","sim=0.95 rank=1 label='benign colon neoplasm'"
"Benign and in situ intestinal neoplasms","MONDO:0005070","",""
"Benign and in situ intestinal neoplasms","MONDO:0021462","embedding","sim=0.9408 rank=3 label='benign neoplasm of rectum'"
"Benign and in situ intestinal neoplasms","MONDO:0021464","embedding","sim=0.937 rank=7 label='benign neoplasm of cecum'"
"Benign and in situ intestinal neoplasms","MONDO:0024477","embedding","sim=0.9363 rank=8 label='liver and intrahepatic bile duct neoplasm'"
"Benign and in situ intestinal neoplasms","MONDO:0044919","embedding","sim=0.9361 rank=9 label='malignant renal pelvis neoplasm'"
"Benign and in situ intestinal neoplasms","MONDO:0044983","embedding","sim=0.9359 rank=10 label='benign lipomatous neoplasm'"
"Benign prostatic hyperplasia","MONDO:0000385","embedding","sim=0.9165 rank=9 label='benign digestive system neoplasm'"
"Benign prostatic hyperplasia","MONDO:0002278","embedding","sim=0.917 rank=8 label='benign colon neoplasm'"
"Benign prostatic hyperplasia","MONDO:0005043","",""
"Benign prostatic hyperplasia","MONDO:0006107","embedding","sim=0.9302 rank=2 label='benign thyroid gland neoplasm'"
"Benign prostatic hyperplasia","MONDO:0006410","embedding","sim=0.9214 rank=4 label='simple endometrial hyperplasia'"
"Benign prostatic hyperplasia","MONDO:0006965","embedding","sim=0.9191 rank=5 label='secondary hypertrophic osteoarthropathy'"
"Benign prostatic hyperplasia","MONDO:0010811","embedding","sim=1 rank=1 label='benign prostatic hyperplasia'"
"Benign prostatic hyperplasia","MONDO:0021259","embedding","sim=0.9265 rank=3 label='prostate neoplasm'"
"Benign prostatic hyperplasia","MONDO:0021463","embedding","sim=0.9165 rank=10 label='benign neoplasm of parathyroid gland'"
"Benign prostatic hyperplasia","MONDO:0044919","embedding","sim=0.9177 rank=6 label='malignant renal pelvis neoplasm'"
"Benign prostatic hyperplasia","MONDO:0044983","embedding","sim=0.9177 rank=7 label='benign lipomatous neoplasm'"
"Bipolar disorder","EFO:0009963","embedding","sim=0.9494 rank=2 label='bipolar I disorder'"
"Bipolar disorder","EFO:0009964","embedding","sim=0.932 rank=3 label='bipolar II disorder'"
"Bipolar disorder","EFO:0009965","embedding","sim=0.8912 rank=8 label='Schizoaffective disorder-bipolar type'"
"Bipolar disorder","MONDO:0002050","embedding","sim=0.8859 rank=10 label='depressive disorder'"
"Bipolar disorder","MONDO:0003699","embedding","sim=0.8938 rank=7 label='phobic disorder'"
"Bipolar disorder","MONDO:0004359","embedding","sim=0.8962 rank=5 label='delusional disorder'"
"Bipolar disorder","MONDO:0004985","embedding","sim=1 rank=1 label='bipolar disorder'"
"Bipolar disorder","MONDO:0005379","embedding","sim=0.8981 rank=4 label='neurotic disorder'"
"Bipolar disorder","MONDO:0005485","embedding","sim=0.8948 rank=6 label='psychotic disorder'"
"Bipolar disorder","OBA:2001019","embedding","sim=0.8865 rank=9 label='age of onset of bipolar disorder'"
"Bladder cancer","MONDO:0001128","embedding","sim=0.9287 rank=10 label='nasal cavity cancer'"
"Bladder cancer","MONDO:0001187","",""
"Bladder cancer","MONDO:0001657","embedding","sim=0.951 rank=4 label='brain cancer'"
"Bladder cancer","MONDO:0002129","embedding","sim=0.9432 rank=8 label='bone cancer'"
"Bladder cancer","MONDO:0002367","embedding","sim=0.9607 rank=1 label='kidney cancer'"
"Bladder cancer","MONDO:0002691","embedding","sim=0.9471 rank=7 label='liver cancer'"
"Bladder cancer","MONDO:0002898","embedding","sim=0.9509 rank=5 label='skin cancer'"
"Bladder cancer","MONDO:0004631","embedding","sim=0.9517 rank=3 label='tongue cancer'"
"Bladder cancer","MONDO:0004992","",""
"Bladder cancer","MONDO:0005515","embedding","sim=0.9288 rank=9 label='oral cavity cancer'"
"Bladder cancer","MONDO:0007254","embedding","sim=0.9523 rank=2 label='breast cancer'"
"Bladder cancer","MONDO:0008903","embedding","sim=0.9498 rank=6 label='lung cancer'"
"Blindness and vision loss","HP:0000405","embedding","sim=0.8995 rank=6 label='Conductive hearing impairment'"
"Blindness and vision loss","HP:0000478","embedding","sim=0.8877 rank=10 label='Abnormality of the eye'"
"Blindness and vision loss","HP:0000504","embedding","sim=0.9245 rank=2 label='Abnormality of vision'"
"Blindness and vision loss","HP:0000529","embedding","sim=0.925 rank=1 label='Progressive visual loss'"
"Blindness and vision loss","HP:0000572","",""
"Blindness and vision loss","HP:0000618","embedding","sim=0.9019 rank=5 label='Blindness'"
"Blindness and vision loss","HP:0007957","embedding","sim=0.8928 rank=8 label='Corneal opacity'"
"Blindness and vision loss","HP:0011446","embedding","sim=0.888 rank=9 label='Abnormality of mental function'"
"Blindness and vision loss","MONDO:0001564","embedding","sim=0.9024 rank=4 label='binocular vision disease'"
"Blindness and vision loss","MONDO:0001703","embedding","sim=0.9179 rank=3 label='color vision disorder'"
"Blindness and vision loss","MONDO:0005365","embedding","sim=0.8976 rank=7 label='hearing loss disorder'"
"Brain and central nervous system cancer","EFO:0011047","embedding","sim=0.9195 rank=5 label='central nervous system toxicity'"
"Brain and central nervous system cancer","MONDO:0000612","embedding","sim=0.9161 rank=6 label='lymphatic system cancer'"
"Brain and central nervous system cancer","MONDO:0001657","",""
"Brain and central nervous system cancer","MONDO:0002038","embedding","sim=0.9119 rank=8 label='head and neck carcinoma'"
"Brain and central nervous system cancer","MONDO:0002317","embedding","sim=0.91 rank=9 label='central nervous system origin vertigo'"
"Brain and central nervous system cancer","MONDO:0002516","embedding","sim=0.9034 rank=10 label='digestive system cancer'"
"Brain and central nervous system cancer","MONDO:0002602","embedding","sim=0.9238 rank=4 label='central nervous system disorder'"
"Brain and central nervous system cancer","MONDO:0002714","embedding","sim=0.96 rank=1 label='central nervous system cancer'"
"Brain and central nervous system cancer","MONDO:0004992","",""
"Brain and central nervous system cancer","MONDO:0005627","embedding","sim=0.914 rank=7 label='head and neck cancer'"
"Brain and central nervous system cancer","MONDO:0005872","embedding","sim=0.9258 rank=3 label='nervous system cancer'"
"Brain and central nervous system cancer","MONDO:0024619","embedding","sim=0.9291 rank=2 label='central nervous system infectious disorder'"
"Breast cancer","EFO:0005606","",""
"Breast cancer","EFO:0009443","",""
"Breast cancer","EFO:0009782","",""
"Breast cancer","MONDO:0000616","",""
"Breast cancer","MONDO:0000618","",""
"Breast cancer","MONDO:0001657","embedding","sim=0.9413 rank=4 label='brain cancer'"
"Breast cancer","MONDO:0002129","embedding","sim=0.9362 rank=6 label='bone cancer'"
"Breast cancer","MONDO:0002367","embedding","sim=0.9383 rank=5 label='kidney cancer'"
"Breast cancer","MONDO:0002691","embedding","sim=0.9295 rank=7 label='liver cancer'"
"Breast cancer","MONDO:0002898","embedding","sim=0.9436 rank=3 label='skin cancer'"
"Breast cancer","MONDO:0004631","embedding","sim=0.9292 rank=8 label='tongue cancer'"
"Breast cancer","MONDO:0004989","embedding","sim=0.9182 rank=10 label='breast carcinoma'"
"Breast cancer","MONDO:0004992","",""
"Breast cancer","MONDO:0005515","embedding","sim=0.9206 rank=9 label='oral cavity cancer'"
"Breast cancer","MONDO:0006512","",""
"Breast cancer","MONDO:0006513","",""
"Breast cancer","MONDO:0007254","embedding","sim=1 rank=1 label='breast cancer'"
"Breast cancer","MONDO:0008903","embedding","sim=0.9499 rank=2 label='lung cancer'"
"Breast cancer","OBA:2040827","",""
"Breast cancer","OBA:2050192","",""
"Bulimia nervosa","EFO:0004997","embedding","sim=0.8479 rank=8 label='type 2 diabetes nephropathy'"
"Bulimia nervosa","EFO:0803637","embedding","sim=0.8509 rank=6 label='neisseria meningitidis seropositivity'"
"Bulimia nervosa","EFO:0803645","embedding","sim=0.8445 rank=10 label='ralstonia solanacearum seropositivity'"
"Bulimia nervosa","MONDO:0005351","embedding","sim=0.9613 rank=2 label='anorexia nervosa'"
"Bulimia nervosa","MONDO:0005452","embedding","sim=1 rank=1 label='bulimia nervosa'"
"Bulimia nervosa","MONDO:0005487","embedding","sim=0.8486 rank=7 label='schizoaffective disorder'"
"Bulimia nervosa","MONDO:0005556","embedding","sim=0.8541 rank=5 label='lupus nephritis'"
"Bulimia nervosa","MONDO:0019735","embedding","sim=0.8473 rank=9 label='polymyalgia rheumatica'"
"Bulimia nervosa","MONDO:0021061","embedding","sim=0.8566 rank=4 label='neurofibromatosis'"
"Bulimia nervosa","OBA:2050099","embedding","sim=0.914 rank=3 label='age of onset of anorexia nervosa'"
"Burkitt lymphoma","EFO:0021933","embedding","sim=0.8872 rank=10 label='B-cell lymphoma 6 protein measurement'"
"Burkitt lymphoma","EFO:0801403","embedding","sim=0.8995 rank=4 label='B-cell lymphoma/leukemia 10 measurement'"
"Burkitt lymphoma","MONDO:0000432","embedding","sim=0.8936 rank=7 label='lymphoplasmacytic lymphoma'"
"Burkitt lymphoma","MONDO:0004665","embedding","sim=0.8955 rank=6 label='nodular sclerosis classical Hodgkin lymphoma'"
"Burkitt lymphoma","MONDO:0005062","",""
"Burkitt lymphoma","MONDO:0005112","embedding","sim=0.8885 rank=8 label='malignant pleural mesothelioma'"
"Burkitt lymphoma","MONDO:0007243","embedding","sim=1 rank=1 label='Burkitt lymphoma'"
"Burkitt lymphoma","MONDO:0009975","embedding","sim=0.8882 rank=9 label='reticulum cell sarcoma'"
"Burkitt lymphoma","MONDO:0017604","embedding","sim=0.8976 rank=5 label='marginal zone lymphoma'"
"Burkitt lymphoma","MONDO:0018905","embedding","sim=0.9025 rank=3 label='diffuse large B-cell lymphoma'"
"Burkitt lymphoma","MONDO:0018906","embedding","sim=0.9073 rank=2 label='follicular lymphoma'"
"COVID-19","EFO:0000180","embedding","sim=0.8758 rank=7 label='HIV-1 infection'"
"COVID-19","EFO:0008102","embedding","sim=0.8697 rank=10 label='copine-1 measurement'"
"COVID-19","EFO:0010763","embedding","sim=0.871 rank=8 label='axin-1 measurement'"
"COVID-19","EFO:0600019","embedding","sim=0.9098 rank=3 label='COVID-19 symptoms measurement'"
"COVID-19","EFO:0600020","",""
"COVID-19","EFO:0802435","embedding","sim=0.8708 rank=9 label='cullin-3 measurement'"
"COVID-19","EFO:0802436","embedding","sim=0.8774 rank=6 label='cullin-4B measurement'"
"COVID-19","EFO:0802437","embedding","sim=0.8842 rank=5 label='cullin-9 measurement'"
"COVID-19","EFO:0803362","embedding","sim=0.8961 rank=4 label='response to COVID-19 vaccine'"
"COVID-19","MONDO:0100096","embedding","sim=1 rank=1 label='COVID-19'"
"COVID-19","MONDO:0100233","embedding","sim=0.9395 rank=2 label='long COVID-19'"
"Cannabis use disorders","EFO:0005431","embedding","sim=0.9173 rank=9 label='illegal drug consumption'"
"Cannabis use disorders","EFO:0007585","embedding","sim=0.9502 rank=2 label='Cannabis use'"
"Cannabis use disorders","EFO:0007586","embedding","sim=0.9514 rank=1 label='Cannabis use initiation'"
"Cannabis use disorders","EFO:0008457","embedding","sim=0.9303 rank=5 label='cannabis dependence measurement'"
"Cannabis use disorders","EFO:0009458","embedding","sim=0.9296 rank=6 label='alcohol use disorder measurement'"
"Cannabis use disorders","EFO:0010445","embedding","sim=0.9485 rank=3 label='cocaine use disorder'"
"Cannabis use disorders","EFO:0010553","embedding","sim=0.9125 rank=10 label='cocaine use measurement'"
"Cannabis use disorders","EFO:0803368","embedding","sim=0.9175 rank=8 label='internet addiction disorder'"
"Cannabis use disorders","MONDO:0005689","embedding","sim=0.9371 rank=4 label='cannabis dependence'"
"Cannabis use disorders","MONDO:0021698","embedding","sim=0.924 rank=7 label='alcohol-related disorders'"
"Cardiomyopathy and myocarditis","EFO:0001425","embedding","sim=0.9599 rank=1 label='ischemic cardiomyopathy'"
"Cardiomyopathy and myocarditis","EFO:0009094","embedding","sim=0.9526 rank=4 label='idiopathic dilated cardiomyopathy'"
"Cardiomyopathy and myocarditis","EFO:0009881","embedding","sim=0.9524 rank=5 label='nonischemic cardiomyopathy'"
"Cardiomyopathy and myocarditis","MONDO:0004496","embedding","sim=0.9345 rank=9 label='myocarditis'"
"Cardiomyopathy and myocarditis","MONDO:0004994","embedding","sim=0.9577 rank=2 label='cardiomyopathy'"
